id,schema_version,country_code,canonical_name,entity_type,status,canonical_name_language,canonical_source_id,confidence,coordinates,legacy_ids,notes,source_locator,valid_from,valid_to,verification_status
ENT-SA-CENTER-0DA0C13479E81D52,2.0.0,SA,المحيلاني,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 13, administrative-centers cell, item 4",,,source_verified
ENT-SA-CENTER-0DE7F7DA0567DA2E,2.0.0,SA,الجنوبية بسدير,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 15",,,source_verified
ENT-SA-CENTER-0E2DB783E0B2E407,2.0.0,SA,الصباخ,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 29",,,source_verified
ENT-SA-CENTER-0E2F69C7A60F1ACF,2.0.0,SA,الهفهوف,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 24, administrative-centers cell, item 25",,,source_verified
ENT-SA-CENTER-0EBB15FE0FDB476F,2.0.0,SA,بادية بني كبير,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-AL-BAHA-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-0F4E2E902E705AA4,2.0.0,SA,جبل القهر,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-JAZAN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-0F9754BDED97B0B7,2.0.0,SA,الشتات,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-TABUK-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 15",,,source_verified
ENT-SA-CENTER-0FB51438AF783E07,2.0.0,SA,الخروعية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 9",,,source_verified
ENT-SA-CENTER-0FF600F65E7FBA13,2.0.0,SA,القاعية بسدير,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 10",,,source_verified
ENT-SA-CENTER-1091A8E8B24C5001,2.0.0,SA,العويد,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-HAIL-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 10, administrative-centers cell, item 7",,,source_verified
ENT-SA-CENTER-10AC7406DC83E21D,2.0.0,SA,الزويراء,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 12",,,source_verified
ENT-SA-CENTER-10F8EB499B958128,2.0.0,SA,كرا الحائط,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-AL-BAHA-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 2",,,source_verified
ENT-SA-CENTER-10FF2F916683183E,2.0.0,SA,الشقيق,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-AL-JAWF-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 4, administrative-centers cell, item 4",,,source_verified
ENT-SA-CENTER-111BAF5D0C40C720,2.0.0,SA,الغويبة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-EASTERN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 8",,,source_verified
ENT-SA-CENTER-111F8E144C048DB5,2.0.0,SA,العيينة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-1121956F9AA08437,2.0.0,SA,العبدلية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 21, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-115152A0196E40AE,2.0.0,SA,الشديدة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 4, administrative-centers cell, item 17",,,source_verified
ENT-SA-CENTER-116623524483D520,2.0.0,SA,الضميرية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 11",,,source_verified
ENT-SA-CENTER-1208E5BD23F64BE1,2.0.0,SA,جنوب الصرار,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-EASTERN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 11, administrative-centers cell, item 23",,,source_verified
ENT-SA-CENTER-1232EE2D97A00596,2.0.0,SA,الرقمية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 24, administrative-centers cell, item 31",,,source_verified
ENT-SA-CENTER-124E2AE8E3DADA2B,2.0.0,SA,البعجاء,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 9, administrative-centers cell, item 11",,,source_verified
ENT-SA-CENTER-12D2AEFAD3C571AC,2.0.0,SA,آل علي,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 17, administrative-centers cell, item 12",,,source_verified
ENT-SA-CENTER-133ECA50DDD9C64F,2.0.0,SA,المنصورة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 13, administrative-centers cell, item 29",,,source_verified
ENT-SA-CENTER-13A92E6C81C4FCD4,2.0.0,SA,الحيسونية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 13, administrative-centers cell, item 5",,,source_verified
ENT-SA-CENTER-13D0AEA68EB9EA3B,2.0.0,SA,عمق,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-TABUK-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 10",,,source_verified
ENT-SA-CENTER-13FD8714B5E89B02,2.0.0,SA,البراحة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 76",,,source_verified
ENT-SA-CENTER-144BC9D1DD13EBFA,2.0.0,SA,الخنقة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-ASIR-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 15, administrative-centers cell, item 5",,,source_verified
ENT-SA-CENTER-144ED0775BD6F499,2.0.0,SA,العوينة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 9",,,source_verified
ENT-SA-CENTER-145B9563135FA01A,2.0.0,SA,الحماد,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-AL-JAWF-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 5",,,source_verified
ENT-SA-CENTER-145C53E851398E3A,2.0.0,SA,المزيرعة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MAKKAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 15, administrative-centers cell, item 10",,,source_verified
ENT-SA-CENTER-146646A1C8F28769,2.0.0,SA,الثمد,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 6",,,source_verified
ENT-SA-CENTER-148AF9F037C3D447,2.0.0,SA,العجرمية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-NORTHERN-BORDERS-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 12",,,source_verified
ENT-SA-CENTER-14E3A8EE05E73890,2.0.0,SA,الفويلق,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 7",,,source_verified
ENT-SA-CENTER-15241F3B957B0E67,2.0.0,SA,المضيح,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-HAIL-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 10",,,source_verified
ENT-SA-CENTER-15BEECA23DDFDC89,2.0.0,SA,بنبان,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-15F63448561A4A48,2.0.0,SA,العجاجة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-HAIL-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 4",,,source_verified
ENT-SA-CENTER-15FB0C4C493FF712,2.0.0,SA,الشقران,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 9",,,source_verified
ENT-SA-CENTER-162ABEFEDB75B499,2.0.0,SA,البعيثة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 10, administrative-centers cell, item 6",,,source_verified
ENT-SA-CENTER-1634269BAC46AF2F,2.0.0,SA,الذكري,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-HAIL-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 1",,,source_verified
ENT-SA-CENTER-164B88E2A859491D,2.0.0,SA,سماح,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-NORTHERN-BORDERS-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-1654058A645F05F5,2.0.0,SA,الصعبية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 10",,,source_verified
ENT-SA-CENTER-1677FEAB25A93C25,2.0.0,SA,السعدية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MAKKAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 5",,,source_verified
ENT-SA-CENTER-167AD1EF2AA0DCC2,2.0.0,SA,النقيحاء,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-NAJRAN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-16A53AE178F4C7C9,2.0.0,SA,شرق النير,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 104",,,source_verified
ENT-SA-CENTER-16D0FE2FEAAFFBE1,2.0.0,SA,الروضة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-HAIL-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 5",,,source_verified
ENT-SA-CENTER-16F46F854EFCA6F0,2.0.0,SA,أم زموع,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 71",,,source_verified
ENT-SA-CENTER-173B2CBBB30413DA,2.0.0,SA,المغار,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-HAIL-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 16",,,source_verified
ENT-SA-CENTER-1741D576859F5593,2.0.0,SA,الجرين,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-AL-BAHA-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 11, administrative-centers cell, item 1",,,source_verified
ENT-SA-CENTER-17A9C5D1266541D8,2.0.0,SA,سبت الجارة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MAKKAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 4",,,source_verified
ENT-SA-CENTER-17C34AB91D57BEEA,2.0.0,SA,خب روضان,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 32",,,source_verified
ENT-SA-CENTER-17F421CB6BB7BC41,2.0.0,SA,العشيرة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 4",,,source_verified
ENT-SA-CENTER-181312135A654418,2.0.0,SA,الجديدة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-NORTHERN-BORDERS-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 1",,,source_verified
ENT-SA-CENTER-182856D35E8F90B2,2.0.0,SA,البدائع بالرين,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 24, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-185EE6DCC72B9F26,2.0.0,SA,الخفيفية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 73",,,source_verified
ENT-SA-CENTER-187894CDFF24D3E8,2.0.0,SA,خصيبة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 1",,,source_verified
ENT-SA-CENTER-18D603EB29BA8899,2.0.0,SA,البطحاء,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-EASTERN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 13, administrative-centers cell, item 2",,,source_verified
ENT-SA-CENTER-18D9450FFD23600E,2.0.0,SA,الفرعة بالرين,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 24, administrative-centers cell, item 21",,,source_verified
ENT-SA-CENTER-1902165052438899,2.0.0,SA,قطن,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 13, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-192F0B39B6D22125,2.0.0,SA,الشقران,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MAKKAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 12, administrative-centers cell, item 8",,,source_verified
ENT-SA-CENTER-194264C22AA99917,2.0.0,SA,البركة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-HAIL-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 9",,,source_verified
ENT-SA-CENTER-196A94396310C998,2.0.0,SA,خريص,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-EASTERN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 14",,,source_verified
ENT-SA-CENTER-198F5D9B21E2E38D,2.0.0,SA,البديعة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 9, administrative-centers cell, item 12",,,source_verified
ENT-SA-CENTER-19B04E14F19D0E94,2.0.0,SA,الوجيد,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-NAJRAN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 4",,,source_verified
ENT-SA-CENTER-19C8B8819BE22BE2,2.0.0,SA,جدعا,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 7",,,source_verified
ENT-SA-CENTER-1A589CBCD50E6240,2.0.0,SA,السيباني,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 15, administrative-centers cell, item 4",,,source_verified
ENT-SA-CENTER-1A620AA56CED1B31,2.0.0,SA,أبو رمل,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 20, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-1B2DD3A1D6D68AB5,2.0.0,SA,البصر,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 2",,,source_verified
ENT-SA-CENTER-1B35A5A8AE98A4AF,2.0.0,SA,بطاحة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 13, administrative-centers cell, item 22",,,source_verified
ENT-SA-CENTER-1B444EDC29598230,2.0.0,SA,جراجر,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 9, administrative-centers cell, item 8",,,source_verified
ENT-SA-CENTER-1B5AC5246BFC97AD,2.0.0,SA,الورد,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 4, administrative-centers cell, item 8",,,source_verified
ENT-SA-CENTER-1B5AEEEB15C779D0,2.0.0,SA,الخالدية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 50",,,source_verified
ENT-SA-CENTER-1B7321221C7CF6E1,2.0.0,SA,همجات بني بدوة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 26",,,source_verified
ENT-SA-CENTER-1B8BF17B2CE80287,2.0.0,SA,اللصافة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-EASTERN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 12, administrative-centers cell, item 9",,,source_verified
ENT-SA-CENTER-1BE1995CBBA26593,2.0.0,SA,مظيفير,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 15, administrative-centers cell, item 12",,,source_verified
ENT-SA-CENTER-1C1FC287B9BC93A8,2.0.0,SA,آل معدي,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 2",,,source_verified
ENT-SA-CENTER-1C57C53522C53383,2.0.0,SA,الزربان,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MAKKAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 15, administrative-centers cell, item 1",,,source_verified
ENT-SA-CENTER-1C93C63D353E63CA,2.0.0,SA,رواق,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 20",,,source_verified
ENT-SA-CENTER-1CD5701119C349D2,2.0.0,SA,المليليح,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-MADINAH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 1",,,source_verified
ENT-SA-CENTER-1D0D4F03F3BDB7C3,2.0.0,SA,الأضارع,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-AL-JAWF-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 4, administrative-centers cell, item 2",,,source_verified
ENT-SA-CENTER-1D2293546E218406,2.0.0,SA,فضيلة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-EASTERN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 16",,,source_verified
ENT-SA-CENTER-1D2745C353ACE9B9,2.0.0,SA,أم سدرة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 6, administrative-centers cell, item 33",,,source_verified
ENT-SA-CENTER-1D2E3E96CE3B8A97,2.0.0,SA,حزم الجلاميد,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-NORTHERN-BORDERS-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 3",,,source_verified
ENT-SA-CENTER-1D5196589E6FDCA5,2.0.0,SA,لبن,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 2",,,source_verified
ENT-SA-CENTER-1D936CB6C26F1AA2,2.0.0,SA,قليب خضر,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-AL-JAWF-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 7",,,source_verified
ENT-SA-CENTER-1D936CC862C49651,2.0.0,SA,أشيقر,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 11, administrative-centers cell, item 2",,,source_verified
ENT-SA-CENTER-1DA68AD46FF258B0,2.0.0,SA,بدائع العصمة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 13",,,source_verified
ENT-SA-CENTER-1DBA7AC560FAEB75,2.0.0,SA,الخاصرة القديمة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 7, administrative-centers cell, item 39",,,source_verified
ENT-SA-CENTER-1E06A35E99772F80,2.0.0,SA,الجزيرة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-ASIR-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 10",,,source_verified
ENT-SA-CENTER-1E20C16A73770675,2.0.0,SA,الطرفية الشرقية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 2, administrative-centers cell, item 7",,,source_verified
ENT-SA-CENTER-1ECED298C117EC8C,2.0.0,SA,أم العراد,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-EASTERN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 3, administrative-centers cell, item 18",,,source_verified
ENT-SA-CENTER-1ED58646A60C02EC,2.0.0,SA,الفايزية,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-RIYADH-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 8, administrative-centers cell, item 14",,,source_verified
ENT-SA-CENTER-1F072255E67E838B,2.0.0,SA,سامودة,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-QASSIM-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 5, administrative-centers cell, item 7",,,source_verified
ENT-SA-CENTER-1F56C3C77F02A305,2.0.0,SA,جبل عثوان,sa_markaz,current,ar,SRC-SA-SAUDIPEDIA-CENTERS-JAZAN-2026,high,,[],Administrative center (مركز) in a parent-scoped dated source row; source occurrence 1.,"first table, row 11, administrative-centers cell, item 4",,,source_verified
